"SEQN","self_eval","teacher_eval","extracurricular","district","SRP_1","SRP_2","SRP_3","SRP_4","SRP_5","SRP_6","SRP_7","SRP_8","SRP_9","SRP_10","SRP_11","SRP_12","SRP_13","SRP_14","SRP_15","SRP_16","SRP_17","SRP_18","SRP_19","SRP_20","SRP_21","SRP_22","SRP_23","SRP_24","SRP_25","SRP_26","SRP_27","SRP_28","SRP_29","SRP_30","SRP_31","SRP_32","SRP_33","SRP_34","SRP_35","SRP_36","SRP_37","SRP_38","SRP_39","SRP_40","SRP_41","SRP_42","SRP_43","SRP_44","SRP_45","SRP_46","SRP_47","SRP_48","SRP_49","SRP_50","y"
533614,4,5,8,4,-1.421,0.546,0.377,0.386,0.386,-1.138,1.491,-1.524,-0.209,0.127,-0.263,0.902,-1.329,-0.163,-0.874,-0.903,-1.018,3.239,0.634,-1.05,-0.269,0.954,0.05,0.115,-0.635,-0.827,0.111,-0.17,1.716,-1.545,0.077,0.212,0.107,0.075,-0.455,-0.97,-1.073,0.192,0.974,0.975,0.138,0.018,-1.389,-0.241,1.104,-0.247,-0.346,-0.482,-0.141,-1.374,1.665
914496,1,1,7,7,1.731,-0.625,-1.034,-0.082,-2.592,0.762,-0.083,-0.483,-0.143,0.283,-0.34,-0.719,-1.386,0.397,0.604,-0.327,1.459,0.402,1.533,-0.725,-0.788,-1.081,0.582,0.293,0.714,-0.988,0.095,-2.035,0.722,-1.073,0.957,-0.165,-0.566,-0.36,1.682,-0.392,1.178,1.914,-0.052,0.452,-0.287,0.22,1.721,-0.874,-0.307,-0.195,-0.658,0.176,0.333,-0.341,1.695
157582,2,2,3,6,1.641,0.179,-0.207,0.298,-0.227,-0.022,-0.241,-0.754,0.708,-0.917,-0.839,-0.359,0.396,0.244,-0.015,-0.319,-0.5,0.822,-0.578,-0.751,-0.559,-0.503,-0.418,0.512,0.791,-0.829,-0.736,-0.118,0.326,0.085,0.093,-0.113,-2.237,1.191,1.076,-0.669,0.541,1.572,0.19,0.462,0.386,-0.77,1.035,-0.946,0.845,0.726,-0.423,1.58,-0.274,0.599,0.847
807392,4,4,9,1,0.03,-1.329,1.109,0.833,-1.525,0.065,-0.171,-2.424,0.256,-1.048,-1.869,-0.24,-0.39,-1.248,0.304,-0.055,0.579,0.478,-0.513,-1.415,1.044,-1.115,-0.569,-1.041,1.356,-1.473,1.049,1.313,0.41,0.398,-0.909,-0.454,0.766,-0.151,1.679,2.001,0.323,-0.446,0.255,0.727,1.493,-0.457,-0.173,0.339,0.218,-0.677,0.125,-0.283,1.279,-0.052,-1.308
407619,2,1,8,2,-1.209,-0.474,-0.202,0.86,2.003,-2.18,-0.037,-0.115,1.38,0.325,1.096,0.772,0.274,-0.879,-0.004,0.168,2.515,0.414,-0.625,-0.407,-0.155,0.28,-1.67,-0.431,-0.27,0.341,-1.686,-1.128,-1.054,-0.054,0.574,-0.069,-0.592,1.295,-0.954,-0.955,2.321,0.509,-0.37,0.212,1.721,-1.271,0.478,0.794,-0.783,0.816,-1.678,-0.72,0.495,2.058,2.418
457718,5,3,3,4,0.147,1.345,-0.812,-0.495,0.854,-0.961,-0.171,0.202,-0.966,-1.183,1.341,-0.161,-0.09,1.788,-0.602,1.28,-1.509,0.163,-0.909,-1.344,0.255,1.138,0.289,-0.796,-1.053,-1.557,0.452,-0.313,0.357,1.674,0.789,-2.38,-0.86,0.33,0.026,-0.196,-1.436,1.251,-0.392,-0.089,1.23,-1.547,-0.633,-0.159,-1.199,-1.368,-0.563,-0.589,-0.056,-0.345,0.726
595791,2,1,8,7,-0.74,-0.053,1.554,0.623,-0.016,-0.837,1.65,-0.91,-0.445,-1.227,0.065,2.08,1.203,0.218,0.113,-1.405,0.204,1.286,0.453,-0.247,0.742,-0.11,-0.021,0.543,-1.12,0.21,-1.502,2.589,0.128,-1.393,-1.186,0.737,-1.944,-0.917,-0.617,-0.882,1.052,-0.555,-0.978,0.699,1.269,1.55,0.333,0.94,1.016,-0.948,-0.643,-0.236,0.081,-0.493,1.239
307365,4,4,9,7,-0.138,-0.438,-1.9,2.222,-1.88,-0.506,-0.619,-3.039,-1.429,-0.183,0.083,-3.471,0.859,-1.513,-0.895,-0.592,0.146,-0.711,0.787,0.462,-1.285,-0.84,-1.918,-0.376,0.839,-0.524,-0.215,-1.121,-1.477,-0.304,-0.654,-1.105,0.064,-2.137,-0.901,0.771,-0.018,1.412,0.518,-1.062,0.19,0.148,1.439,-0.06,0.759,0.153,-0.317,1.092,-1.203,-1.481,-3.794
517171,1,1,6,2,-0.405,0.191,-0.723,-0.417,2.015,1.605,0.581,-0.346,-0.155,-0.931,-0.805,1.161,0.803,-1.954,0.397,2.123,-0.323,0.157,0.511,-0.083,-0.796,-0.772,0.341,-1.087,1.241,0.557,0.704,0.227,0.743,2.391,0.385,-0.397,-0.57,1.868,-0.215,0.331,-0.64,-0.963,-0.571,0.343,-1.904,-0.679,0.198,-0.86,0.623,-0.107,-1.054,0.735,0.203,0.137,1.248
638130,2,2,2,1,0.311,0.129,-0.177,0.867,1.099,-1.468,-0.889,1.861,-1.116,-0.531,0.979,-0.606,1.637,-0.465,-0.628,0.7,-1.798,-0.033,-0.443,1.047,-1.073,-0.513,0.363,0.043,-0.627,-1.384,-0.514,0.837,2.065,0.161,-1.58,-1.414,-0.363,-0.013,-0.421,-0.066,2.187,-1.127,-0.869,0.803,0.419,0.268,2.429,-0.413,-0.626,1.459,-1.472,-0.644,0.83,0.004,0.21
633068,1,2,6,3,-0.667,-0.237,0.455,0.823,3.274,0.557,-0.674,0.144,-1.304,0.744,0.347,0.454,1.08,0.321,-0.442,1.119,-0.148,-1.281,0.279,-0.734,0.794,1.683,-0.947,-0.57,-1.077,-1.344,-0.642,-2.146,0.234,0.351,0.007,0.397,0.645,-0.723,0.665,0.45,-0.176,1.081,0.943,-1.099,0.653,-2.633,-0.923,-1.11,0.905,1.143,-0.031,-0.896,0.829,-0.033,0.754
117066,1,1,2,4,1.282,1.552,2.056,1.053,1.54,-0.309,1.526,-0.989,1.809,-0.378,-1.263,-0.897,-0.131,-1.835,0.72,1.242,-1.635,1.802,1.544,-0.344,0.448,-0.905,-0.506,0.296,0.948,-0.689,-0.243,0.59,0.31,-0.175,-0.531,-0.895,-0.965,0.602,0.328,-0.95,1.38,-2.719,-0.415,0.163,-2.246,1.303,-0.542,1.137,-0.488,-1.552,0.677,-0.302,-0.081,-0.294,-0.048
356479,3,1,3,5,0.768,-0.445,1.147,-1.403,-0.383,-1.329,0.041,0.741,-1.34,0.929,-0.874,0.394,-0.663,0.508,1.218,-1.17,0.291,-0.592,1.204,-0.005,-0.67,0.882,0.117,2.023,-0.982,1.381,0.679,-0.314,0.108,-1.348,-0.697,-0.163,0.468,0.34,0.046,0.093,1.652,-0.282,0.303,-0.6,-2.016,-1.708,-0.592,-1.134,-1.315,0.503,0.23,-1.175,-0.252,-0.239,-0.785
747732,5,4,5,6,-0.239,-0.306,-0.805,1.848,-0.671,1.608,-0.478,0.078,-0.169,-0.556,-0.865,-0.802,-0.805,0.286,-0.358,-0.221,-0.014,-0.054,-1.17,-0.132,-0.706,-0.111,-0.812,-0.349,-0.189,2.472,-1.794,0.142,-0.073,-0.592,-0.735,0.003,0.383,-0.232,-1.376,0.779,0.411,-0.695,0.671,0.221,-0.36,0.336,-0.387,-1.279,-0.07,2.273,0.171,-0.475,0.565,-0.526,0.684
864017,2,2,10,4,-1.973,-1.65,1.055,-0.116,-1.806,-1.461,-0.425,-0.06,0.157,1.525,-0.059,-1.362,0.422,-1.292,0.01,-0.63,-2.048,-1.794,0.95,0.518,-0.443,0.231,-0.408,-1.756,1.572,-0.317,0.433,-0.671,-0.068,-1.26,1.456,-0.284,-0.125,-0.594,-1.006,1.084,-0.323,0.657,-0.279,-0.439,0.323,-1.82,1.919,-0.365,-0.814,-0.793,-1.089,0.538,-0.598,0.218,-0.928
867118,3,4,5,5,0.234,0.64,-0.989,-2.461,-0.345,-1.454,-0.286,0.942,0.648,1.058,0.413,0.084,1.652,0.295,0.55,0.859,-0.376,-0.532,-1.344,-0.004,0.638,-0.495,0.41,0.058,0.403,-0.659,-0.352,-0.444,-0.018,0.448,-0.327,-1.743,-0.595,-1.222,-0.744,0.265,0.276,1.535,-0.247,-0.579,0,-0.816,0.602,0.297,0.226,1.019,1.565,-0.416,1.18,0.242,0.569
332707,4,3,6,7,0.706,0.702,-0.519,-1.645,-1.004,-1.317,-1.071,0.531,2.517,-1.812,-0.738,-0.108,0.292,0.638,0.518,0.151,-0.094,-0.919,-0.257,-0.132,0.16,-0.142,-0.101,1.391,-0.094,-2.907,-1.443,-0.244,-0.382,-0.385,0.994,0.428,2.73,-0.248,-1.168,-1.01,-0.643,-0.189,-2.035,0.934,-0.672,0.771,-0.692,-0.798,-0.086,-2.207,0.437,-0.74,1.14,-0.058,-1.74
506734,4,3,2,3,0.584,0.197,1.443,-0.781,-0.415,-2.592,-0.91,-0.193,1.881,1.951,0.493,-0.176,0.145,0.017,-0.045,0.366,0.591,0.25,0.283,2.34,1.17,0.091,0.294,-0.591,0.248,0.007,0.173,-0.055,-0.35,1.023,0.425,-0.282,-0.515,-0.156,1.105,-0.907,0.919,-2.268,0.655,1.64,0.876,-1.011,-0.237,0.622,-0.431,-0.666,0.129,1.581,-0.885,0.721,0.19
163678,2,3,10,3,1.204,0.82,2.287,-0.13,0.277,1.496,-1.46,-0.118,-0.021,-0.371,0.866,-0.326,-0.592,0.414,-0.171,0.336,-1.548,0.13,1.148,-0.826,-2.082,0.58,-1.896,-0.259,1.42,-0.881,-1.284,0.196,0.354,-0.187,0.366,0.279,1.431,1.017,0.942,-0.629,-1.589,-0.143,-1.184,1.072,-0.556,-0.205,1.982,0.082,-1.107,1.007,-1.886,1.219,1.722,-2.573,0.393
933656,1,1,6,7,-1.395,-0.151,1.177,-0.192,2.4,0.956,0.716,-0.054,0.587,0.962,0.901,-0.516,0.74,-0.016,0.329,-0.298,-0.401,1.511,-1.397,-0.167,-1.996,0.505,0.138,0.901,1.211,0.77,0.264,-0.332,-0.979,-1.341,-0.07,-1.056,0.77,-1.973,0.286,-0.525,0.64,0.742,-0.285,-1.35,-1.835,0.159,-0.96,-0.124,-0.201,0.531,-0.628,0.205,1.283,-0.272,0.876
25559,5,5,5,4,0.656,-1.196,0.106,-1.694,0.111,-0.475,1.123,0.28,1.097,1.519,0.718,0.369,-0.177,-1.522,0.043,0.301,-0.022,-1.997,-0.389,-0.01,-0.225,0.095,2,-2.216,-1.093,0.905,0.296,-0.452,-1.219,0.086,-0.174,-1.625,-0.873,0.4,-1.043,0.488,0.664,-0.143,0.047,0.224,0.525,-1.48,-1.06,-0.896,0.948,2.733,0.754,0.788,-2.086,-1.151,1.068
669575,3,1,5,7,0.161,-1.986,-0.242,-1.071,-0.129,1.314,-0.842,1.069,-0.934,-0.642,0.227,-0.078,2.487,-1.694,0.115,1.482,-0.094,-0.007,0.874,-0.371,0.399,1.744,0.312,0.107,-1.182,-0.295,-0.788,-0.742,0.412,0.955,-1.2,-0.806,-1.915,-0.133,1.173,0.009,0.296,-0.745,-1.422,0.137,-1.391,-1.077,0.323,0.319,0.069,0.838,-0.208,0.247,-0.867,-1.203,-1.162
800719,4,4,3,6,0.928,-0.558,1.25,-0.602,-0.036,-1.089,-0.295,1.917,1.98,-1.176,0.029,0.662,1.674,0.11,1.537,0.588,-0.567,0.254,-1.086,0.192,0.272,0.064,1.535,-0.796,2.029,0.743,0.108,-0.987,-1.882,-1.225,0.15,-0.603,-1.183,1.443,-0.964,-0.899,-0.699,0.894,-0.368,1.224,0.317,1.127,-0.414,-1.097,-2.06,-0.571,-1.548,0.296,-0.441,-0.343,1.188
416410,5,3,8,4,-0.843,-0.79,0.156,-0.337,-0.222,1.175,-1.841,-0.066,-0.521,0.456,0.296,-2.044,-1.453,-0.45,1.784,-0.882,-0.079,0.854,2.741,2.271,1.526,0.164,-1.005,-0.204,1.051,1.238,-0.184,-0.822,-0.519,-1.014,2.927,0.888,-1.017,-1.087,1.133,-0.397,0.189,-1.87,-0.329,0.859,1.323,0.007,-1.811,-0.075,0.255,-0.671,-0.746,-0.722,1.938,1.534,2.582
352238,3,4,1,6,-0.432,-0.542,0.337,1.177,0.891,-1.223,0.104,0.117,0.564,0.889,-1.71,-0.8,1.362,-0.65,0.452,-1.311,-0.444,1.909,0.061,-2.151,2.219,0.556,1.832,0.107,-0.887,-1.418,-1.024,0.207,0.836,0.022,-0.466,0.819,-1.123,0.138,-0.809,0.626,0.109,0.649,-1.113,0.321,0.057,-0.873,-1.538,0.171,1.655,-1.229,-0.275,0.521,-2.603,0.034,1.432
952480,3,1,9,1,-0.56,1.861,-0.134,2.642,-1.151,0.568,2.316,-0.746,0.088,0.301,0.595,1.43,-0.024,-1.566,-0.79,-0.824,-0.109,-1.243,-0.63,1.107,0.124,1.72,0.003,-2.085,0.882,1.464,-0.603,-0.841,0.173,0.658,-0.86,0.927,0.955,0.511,-1.182,-0.366,0.007,0.656,-0.764,0.036,-0.797,0.921,0.218,-0.474,0.133,0.218,0.274,-1.2,-0.285,0.535,0.412
407707,5,4,3,2,0.714,-0.969,-0.803,-0.335,0.695,1.317,-0.012,0.488,-1.238,-0.765,-1.447,-1.153,-1.466,1.003,-0.468,0.368,0.431,-1.292,0.263,1.175,-0.207,-0.082,-0.04,-0.381,-0.222,0.35,0.231,-0.691,-0.443,2.878,-1.863,0.953,1.111,-1.633,-0.395,-1.27,-1.011,0.293,0.617,-0.359,0.004,-0.097,0.404,-2.206,2.077,-0.314,-0.394,1.942,-0.648,0.424,1.256
607237,2,2,10,1,1.153,-0.32,1.308,-0.112,-1.224,-0.98,-0.127,0.962,0.452,0.878,1.366,-0.988,-1.025,-0.373,-0.724,-0.66,-0.188,-0.688,1.321,-0.617,0.303,-1.081,0.384,0.101,1.986,-1.219,-0.448,-0.569,1.401,0.813,-1.638,0.533,0.279,1.187,-2.18,-1.289,-0.495,1.138,0.582,-0.004,-0.093,1.105,-0.735,-0.398,-1.464,0.207,1.131,1.104,-1.071,-0.811,0.312
339728,5,4,8,4,0.652,-0.858,-1.218,0.149,0.331,-1.198,-0.699,-0.092,0.951,-0.149,-0.172,-1.308,-1.15,1.005,-1.022,-0.687,-0.896,1.155,-0.055,0.183,1.599,0.256,1.127,-1.01,-0.916,0.298,1.156,-0.506,-1.315,0.453,-0.113,0.324,0.731,1.809,0.131,2.828,-1.127,-0.286,-0.802,-1.298,-0.538,-0.08,-1.018,-0.42,0.555,-0.679,0.443,-0.198,1.045,-2.097,2.019
507680,3,2,9,3,2.289,0.01,-0.206,-0.552,-1.225,0.023,-1.866,-0.309,-1.575,-0.663,1.646,-0.106,-0.964,-1.422,-1.184,0.87,1.964,-0.23,-0.223,-0.466,1.973,-1.79,0.864,-1.177,1.114,0.609,0.681,-1.139,-0.727,-2.361,-0.84,-1.276,-0.172,-0.192,-0.776,-0.632,-1.752,0.742,0.281,0.596,0.968,-0.3,1.848,-0.916,0.098,1.13,0.505,-0.76,-0.862,1.067,-1.249
302647,5,4,10,1,-0.733,2.164,0.421,1.383,-0.933,0.644,-1.028,-0.595,-0.698,0.595,-1.77,0.652,-0.713,0.817,-0.882,-2.064,0.045,0.095,0.827,0,-0.64,-0.316,0.045,-0.524,0.138,0.236,0.325,0.422,-0.531,-2.112,1.467,-0.227,1.457,0.02,-0.795,1.241,1.022,-0.76,-0.088,0.043,-0.26,0.435,-0.434,-0.009,-0.412,-0.552,-0.82,1.701,-0.398,0.274,-0.5
690084,5,5,10,5,-0.132,0.459,0.063,0.492,-0.768,0.092,0.703,0.515,-0.124,-0.938,-0.685,-0.832,-0.231,-0.861,0.006,0.914,0.209,0.339,0.27,-1.402,1.228,1.125,-1.208,1.13,-0.52,-1.329,-1.637,1.19,0.17,-1.169,-0.364,-2.231,0.077,1.216,0.711,0.106,-0.068,0.571,1.503,0.57,-0.425,0.717,-0.954,-0.275,0.753,-0.344,-0.141,1.275,-0.329,1.821,0.374
759022,5,4,10,3,1.457,-0.523,1.055,-0.926,-0.926,0.02,-0.376,-1.268,-0.908,1.704,-0.433,-2.05,0.362,-0.886,-1.586,-0.039,-2.2,-2.422,-1.284,1.158,-0.993,-0.302,0.14,-0.759,0.138,-1.905,0.092,-0.573,0.633,-0.663,-0.196,0.878,-1.208,-0.56,-0.567,-1.733,0.74,-1.541,1.056,-1.293,1.988,0.945,0.559,0.75,1.165,-0.535,-1.171,-0.813,-3.418,-0.899,-3.673
741373,3,2,8,6,-0.802,0.366,1.104,1.183,0.453,1.32,-0.524,1.049,-0.35,-0.13,-0.492,-1.08,0.058,0.917,-0.768,0.88,-0.598,-1.177,-0.133,-1.073,-0.384,-1.561,-0.864,0.723,-0.107,-0.226,0.444,0.706,0.513,-1.857,0.489,-0.353,0.814,-0.085,-0.451,-0.274,2.378,0.452,1.845,-0.617,-1.438,-0.767,0.033,-0.157,0.863,-0.91,-0.514,-0.875,1.416,-0.173,1.284
148441,3,4,6,6,-1.244,1.463,0.043,-0.771,-1.333,2.549,-0.965,-0.694,-0.753,0.994,0.313,-0.788,-0.088,1.209,-0.311,0.87,-0.835,0.745,0.32,1.317,1.465,-0.187,-0.331,0.939,0.805,-1.119,0.639,-0.329,-0.889,0.887,-2.557,-0.55,0.544,1.013,-0.791,-0.334,0.554,1.103,-0.634,-0.088,0.406,-1.15,0.325,-1.109,-0.004,1.099,-0.775,0.523,0.494,-0.542,2.223
424758,2,2,5,1,-0.624,-0.655,0.288,-0.993,-1.018,1.073,1.125,-0.367,0.843,0.145,0.238,-0.1,1.432,-1.61,1.361,0.719,0.317,0.649,-1.044,-0.104,-0.462,0.47,1.575,-1.923,1.137,0.204,0.348,-0.815,-0.867,-1.012,2.426,1.691,-0.131,1.649,-1.59,1.008,-0.424,2.023,1.006,-1.775,1.063,-1.605,1.976,-1.805,-1.181,0.157,-0.692,0.376,-1.273,-1.468,0.837
626825,4,3,4,1,-2.392,0.912,0.986,1.591,0.424,-0.977,0.358,-0.245,0.872,1.194,0.909,-1.745,-0.278,0.162,1.549,-0.036,-0.214,0.52,-0.819,0.151,-0.864,0.736,-2.108,1.688,2.044,-1.441,-0.465,0.819,-0.573,-1.774,-1.726,-0.661,-0.943,0.085,1.703,0.174,-1.123,-0.16,-0.441,-0.01,0.113,-0.48,1.152,-0.02,-0.182,1.591,1.024,-0.184,0.019,-1.856,-1.02
452322,5,5,6,4,-0.251,-0.679,0.435,-0.115,1.435,1.446,-0.687,-0.325,-0.639,-0.567,-0.694,0.15,1.096,1.056,-0.728,-0.544,0.158,0.019,0.452,-1.171,-1.965,0.121,0.279,0.946,-0.657,0.991,0.316,0.296,0.6,-0.206,-0.29,-0.755,-0.811,-0.642,-1.2,-1.225,2.295,1.054,0.38,-1.76,0.553,0.811,-0.708,-0.713,-1.081,0.29,1.265,0.482,-0.074,-0.18,1.313
171704,5,5,4,3,0.02,-0.405,0.487,0.882,0.375,1.886,-0.276,-0.477,-1.163,0.973,-0.351,0.617,-0.48,0.842,0.278,0.418,-0.05,-0.306,-0.536,-2.021,0.71,0.714,0.116,-1.145,-0.848,0.21,0.153,0.145,-0.22,-0.006,1.394,-0.685,0.158,0.956,-1.009,-0.702,1.455,-0.216,0.424,-1.151,-0.88,-0.138,-0.105,1.056,0.83,-0.979,0.231,0.836,0.273,0.573,0.763
227183,1,1,3,7,1.993,-0.765,0.178,0.168,-0.87,-0.127,1.272,0.501,0.752,0.411,-0.467,0.173,-0.984,0.091,-0.418,2.663,0.486,1.418,-0.677,0.058,0.366,0.4,0.262,1.384,0.345,-1.707,1.431,-0.323,-0.846,0.352,0.535,0.177,-0.385,1.14,1.591,0.28,0.72,-0.046,-1.915,-0.887,-1.642,1.126,0.09,0.352,-1.18,0.651,1.904,-0.51,0.512,-0.688,2.581
436420,2,1,4,2,-0.03,0.012,-2.178,-0.655,-0.787,-0.748,0.656,1.227,-1.646,0.274,-2.03,-1.132,0.651,-0.007,-1.206,-2.408,0.64,0.584,1.951,1.347,-0.261,-0.139,-0.189,-0.389,-1.96,0.464,0.826,-0.831,-0.542,-0.106,-1.428,-0.691,-0.928,-0.802,0.518,0.651,0.063,-0.367,-0.191,2.204,-0.15,-0.409,-0.18,-0.532,0.209,0.965,0.167,-0.572,0.303,-0.683,-0.913
37544,3,3,3,7,-2.663,-0.916,-1.392,1.645,-0.12,0.405,0.665,-0.464,0.048,-0.207,1.646,-1.134,-1.24,0.229,0.434,-0.789,-0.393,-1.136,0.366,-0.116,0.043,-0.959,-1.673,-1.86,0.795,-0.508,-1.744,-0.553,1.21,-0.36,1.717,1.78,-0.11,-0.11,0.075,1.515,0.449,-0.879,0.391,-0.158,-0.074,-0.329,-0.689,-0.221,-0.063,-1.144,0.054,-0.234,-0.97,0.746,-2.089
915038,1,1,9,7,-0.859,-1.216,0.267,-0.628,-1.452,-1.382,-0.373,1.448,-1.132,0.267,-0.772,-1.85,-0.769,-0.552,-0.003,0.217,0.619,-0.423,1.434,0.388,-0.802,-0.007,-0.171,1.204,-0.751,0.277,-0.272,0.334,1.279,0.824,1.754,-1.213,-1.537,0.261,0.109,1.333,-1.014,0.104,0.501,-0.431,-1.597,-0.586,0.431,1.013,-0.947,0.633,0.285,0.861,-0.08,2.675,1.323
230361,4,4,5,7,0.181,-0.334,-0.732,0.156,-0.966,-0.707,0.15,0.169,-1.459,-1.319,-1.464,1.181,-1.457,0.682,0.22,1.583,-0.13,-1.484,0.491,1.757,-0.042,0.441,-0.675,-1.78,-2.213,0.892,1.371,-0.521,-0.252,-0.388,0.489,2.075,1.678,1.687,-0.127,1.558,-0.937,-0.548,-0.63,0.057,1.438,-0.518,0.951,0.89,-0.818,-1.753,0.278,-1.603,-0.321,-1.226,-1.54
346571,4,4,2,1,2.406,1.308,-1.038,1.04,-0.092,-0.073,0.46,-0.355,-0.387,-0.607,0.16,-1.021,0.761,0.721,0.005,0.521,-0.084,0.646,1.454,-1.631,-0.257,0.448,-0.976,-0.535,-0.24,1.113,0.059,-1.711,0.655,0.025,-0.224,0.086,0.078,0.713,-1.86,-0.317,-2.265,-0.107,0.043,-0.055,0.361,-0.626,0.131,-0.121,1.528,-0.2,-0.965,-1.556,0.17,0.046,-0.878
994324,1,1,1,3,-0.317,0.166,0.091,-1.197,-0.503,-0.841,-1.445,0.104,0.936,-0.39,-0.148,0.755,0.674,-0.566,-1.106,1.637,-0.952,0.709,0.774,1.151,2.262,0.473,0.265,-0.282,0.903,-1.186,0.556,0.155,-0.444,-0.262,-0.308,-0.258,0.386,-1.021,-0.12,0.006,1.423,1.96,-1.086,-0.186,0.53,1.801,0.077,-0.612,-1.288,0.288,0.288,-0.19,0.702,1.169,0.59
475331,3,2,6,2,-1.72,-1.58,-0.297,-1.063,0.844,0.311,-0.627,-0.421,0.227,-0.403,0.5,0.037,0.441,-0.068,1.206,1.482,0.108,-0.464,0.25,-1.548,0.583,-0.388,-0.098,0.666,0.726,0.102,-0.071,-1.831,1.369,0.581,2.355,-0.28,0.864,-0.273,-0.757,-0.322,0.713,-0.627,0.766,0.526,1.284,-1.645,1.51,-2.317,0.461,0.198,0.292,-0.929,1.119,0.184,1.668
830628,2,1,3,2,-0.454,-1.563,-0.243,0.778,0.728,0.627,0.42,-0.606,1.889,-0.676,0.474,0.147,0.573,-0.115,-1.262,0.944,-0.437,1.395,-1.872,-0.496,-0.845,-0.591,0.271,-0.653,-0.831,-0.388,1.419,0.083,-0.656,1.369,0.553,-1.314,-0.94,1.962,0.9,-1.105,-0.422,0.917,0.567,-1.635,-0.605,0.726,-0.448,1.84,-1.411,0.554,-1.08,1.454,1.87,-0.124,1.721
242540,4,4,1,2,-0.256,0.417,1.191,0.38,-1.109,-0.316,0.565,1.255,-1.95,-0.923,-0.322,-0.226,-0.074,1.023,2.217,-0.161,-0.976,0.26,-0.362,0.103,-0.182,-0.759,-0.743,-1.707,-0.474,0.146,0.016,0.537,0.898,1.35,1.254,0.378,0.158,-0.516,-0.519,0.015,-0.718,-0.223,-0.81,0.202,0.282,-1.006,-1.955,-3.297,2.091,-0.869,0.467,0.681,-0.43,-0.466,0.522
354481,4,5,3,6,-0.501,-0.422,-0.027,-0.225,0.378,-0.221,0.125,0.288,-0.596,1.314,0.372,0.039,0.469,-1.257,0.259,0.852,-1.066,-0.937,-0.823,1.281,-0.259,1.855,-1.093,-1.116,-1.17,-0.601,-0.548,0.798,-0.24,0.019,0.176,-0.337,-0.255,2.141,-0.32,1.927,0.145,-1.123,-2.28,-0.146,0.348,0.962,0.445,-0.424,-1.369,0.517,0.96,-2.067,-0.66,-0.628,1.183
650043,3,3,3,1,2.602,0.588,0.214,1.428,-1.892,0.674,-0.333,1.352,0.148,0.364,-0.361,-1.747,0.496,0.674,-1.377,-0.595,-1.115,0.628,0.353,0.158,0.118,1.213,-0.573,-1.064,1.235,1.03,-0.59,-1.221,1.132,-0.65,-0.464,0.92,0.099,-0.282,0.15,-0.779,-0.763,0.447,2.421,-0.636,-1.177,1.678,0.617,1.058,0.307,0.094,-0.934,0.167,0.606,-0.86,0.661
259595,2,2,6,3,1.308,-1.037,-0.291,-1.495,0.352,-0.339,0.639,0.884,1.146,0.049,-0.152,0.435,1.134,0.837,-0.321,-1.589,0.078,1.324,1.174,-0.544,-1.347,2.001,1.071,-0.804,-0.117,-0.205,0.202,0.898,-0.766,-0.05,-0.632,0.966,1.692,-0.62,-0.442,0.509,1.546,0.572,0.214,-1.138,-2.799,-1.48,-1.977,0.389,0.001,-0.038,0.789,-0.154,1.348,-0.642,0.712
569271,2,2,6,1,-0.49,1.188,-1.957,-0.903,0.685,-2.046,-0.581,2.746,-1.276,0.089,-0.673,0.152,-0.558,0.411,0.629,-1.556,0.594,-1.614,-0.756,1.278,0.06,2.098,0.727,1.707,-1.756,-0.489,-0.834,1.41,-0.545,-0.245,-0.398,-1.112,1.17,-0.42,1.077,-0.487,0.383,-0.694,-1.559,-0.07,-0.285,-0.728,-0.975,-1.685,0.036,-0.56,0.912,0.528,1.377,1.36,-0.743
484654,1,1,3,6,0.981,-0.948,-0.034,-1.257,-0.011,2.264,0.057,0.076,-0.988,0.573,-0.412,0.092,-0.298,0.489,1.111,-0.596,1.375,0.009,-0.533,1.246,0.769,-0.007,-0.427,0.554,-0.791,0.435,-1.323,1.035,1.965,0.359,1.311,-1.861,-2.208,1.486,-0.482,-1.444,1.043,-0.422,-1.191,0.122,-0.397,-0.544,0.497,-1.285,-1.395,-0.079,0.141,-0.34,0.423,0.543,0.987
298861,1,1,8,5,-0.18,0.839,-1.956,0.433,-0.06,0.248,-0.707,-2.307,0.758,-1.753,-0.892,-0.247,-0.036,-0.177,0.01,0.944,-0.216,0.484,-2.448,0.117,-0.054,0.491,-0.559,1.097,0.187,-0.245,-0.586,0.95,-1.795,-1.016,-1.526,1.401,0.863,-1.766,-0.329,0.877,1.01,1.579,-0.061,0.758,0.047,0.391,-0.772,-0.253,0.12,1.973,-0.055,0.832,0.409,-1.199,0.11
125547,5,5,4,6,0.571,1.315,-1.485,-0.482,1.669,0.514,-0.908,-0.624,-1.031,-0.468,0.825,-0.903,-0.359,0.966,-0.855,-0.833,1.071,-0.172,-0.602,0.482,0.616,-1.322,1.608,-1.011,0.105,0.448,1.653,0.459,1.235,0.047,0.093,-1.181,2.362,0.277,1.631,0.232,-0.934,1.062,0.895,-0.602,-0.534,1.267,-0.747,-0.558,-1.697,0.659,0.239,-0.743,-0.538,0.127,2.513
